gene_name	cluster_id
Hrb27C	26
CG10077	26
CG8245	26
Tina-1	26
phyl	26
dpr18	26
CG9531	26
CNBP	26
Nmnat	26
vib	26
CG4662	26
CG34117	26
Hsc70-5	26
Svil	26
GABA-B-R1	26
ND-18	26
RpL27	26
CG31323	26
CaMKI	26
sdt	26
CG5028	26
CG42337	26
jef	26
wdb	26
CG14407	26
Tango5	26
CG31475	26
CG13623	26
Dscam4	26
CG15916	26
Mitofilin	26
Syt4	26
fz2	26
CG9921	26
ND-B16.6	26
AnxB10	26
SP2353	26
bwa	26
Dyb	26
CG4678	26
CG34370	26
NTPase	26
CG16717	26
Sdhaf3	26
COX7C	26
Alas	26
ND-PDSW	26
CG42322	26
osp	26
CG10866	26
ND-ACP	26
nAChRalpha4	26
tamo	26
CG12375	26
CG5010	26
muc	26
eEF1alpha2	26
Mctp	26
CG8229	26
CR41597	26
kdn	26
CG8500	26
CG42663	26
ND-24	26
Ip259	26
ATPsynE	26
drl	26
eIF4B	26
Acon	26
CG44242	26
ND-B14.5A	26
Ccn	26
ND-MWFE	26
CG16711	26
ND-23	26
CG7985	26
CG31808	26
Mgat2	26
CG34371	26
UQCR-Q	26
ATPCL	26
CG10576	26
Pak	26
CG42376	26
CG4552	26
CG12163	26
gprs	26
l(1)G0334	26
NP15.6	26
CG3719	26
CG43066	26
RpS14b	26
CR44922	26
ND-B17	26
CG9281	26
Tao	26
CG43778	26
Sam-S	26
Ctr9	26
ND-AGGG	26
CG14440	26
ppl	26
ND-13A	26
CHES-1-like	26
Idh3b	26
ND-19	26
CG3961	26
CG4022	26
Cadps	26
CG15309	26
RhoGAP100F	26
UbcE2H	26
Hcf	26
sun	26
ND-ASHI	26
CG4467	26
NfI	26
CG42668	26
CG9171	26
otp	27
ST6Gal	27
hth	27
Oaz	27
CG43729	27
caup	27
acj6	27
mirr	27
C15	27
Drep3	27
CR32111	27
ara	27
mbl	27
cpo	27
tup	27
tnc	27
kn	27
CG7708	27
ChAT	27
VAChT	27
Cyp9c1	27
CG4168	27
AcCoAS	27
CG31751	27
dati	27
Sulf1	27
Rbp9	27
CG14431	27
CG12290	27
Uch	27
rgn	27
CR44024	27
CG15772	27
CG7381	27
nolo	27
Ace	27
SLO2	27
CG2680	27
Gycbeta100B	27
futsch	27
CG6144	27
CG12994	27
glob1	27
SdhA	27
CG15456	27
CG34370	27
CG12264	27
sNPF-R	27
ATPCL	27
igl	27
pros	27
CG33143	27
CG8818	27
Ssb-c31a	27
beat-IV	27
lace	27
SP2353	27
beat-Ia	27
CG43222	27
NK7.1	27
muc	27
GstE13	27
vig2	27
mRpS7	27
Trap1	27
CG6044	27
CG1635	27
ghi	27
CG11030	27
sda	27
CG4300	27
Eaat2	27
Moe	27
CG30271	27
CG11077	27
CG33090	27
CG12194	27
Dyrk2	27
trus	27
dally	27
mRpS9	27
Phb2	27
CG1090	27
POLDIP2	27
CG9531	27
CG34384	27
CG32982	27
tinc	27
CG14762	27
Nc73EF	27
path	27
yki	27
Acon	27
FASN1	27
loqs	27
CG13921	27
Mob2	27
CG5065	27
mub	27
CR44922	27
CG3257	27
ATPsynbeta	27
CG8861	27
betaTub56D	27
AnxB10	27
CG3961	27
salr	27
CG7920	27
CG13220	27
CG17544	27
CG14757	27
l(1)G0255	27
CG6878	27
mEFTu1	27
P32	27
nmo	27
CG9231	27
CR44320	27
CG9919	27
CG10137	27
Tim8	27
CG31221	27
stau	27
ND-75	27
CG33170	27
P5CDh1	27
CG7990	27
RhoGAP19D	27
shakB	27
CG1814	27
Ih	27
CG1909	27
firl	27
Mef2	27
CG5214	27
ND-24	27
CG45002	27
norpA	27
Pep	27
Shab	27
CG8245	27
CG17193	27
CR41597	27
CG7430	27
Octbeta1R	27
cno	27
Sod2	27
Tina-1	27
IscU	27
CG43759	27
CG17691	27
PrBP	27
nrv3	27
CG5010	27
CG31345	27
Gpdh	27
blw	27
CG33199	27
CG44242	27
CG11267	27
mRpS5	27
CG14535	27
CG8331	27
Gs1	27
alphaTub84B	27
CG4612	27
Act5C	27
Ccn	27
CG33181	27
SK	27
skap	27
CG9034	27
CG14509	27
Idh3b	27
DIP-theta	27
ND-23	27
Gdh	27
ATPsynE	27
CG43902	27
CG15628	27
Pax	27
Fie	27
SdhD	27
Ric	27
eEF1alpha2	27
Msp300	27
l(2)k09913	27
CG1648	27
SdhC	27
CG15537	27
Ank2	27
Gabat	27
scrt	27
bsk	27
CG18815	27
rdgC	27
PMCA	27
Hsp60A	27
CG17278	27
PHDP	27
ND-39	27
ND-19	27
Mdh2	27
CG1402	27
Tom7	27
Cisd2	27
CG11876	27
CG11752	27
Scsalpha	27
ND-ACP	27
MESK2	27
ND-B14.7	27
CG2082	27
l(1)G0156	27
sm	27
SdhB	27
vig	27
PIP4K	27
UQCR-C1	27
CG33543	27
Mmp2	27
COX6B	27
UQCR-6.4	27
CG40472	27
ATPsynB	27
CG30116	27
UQCR-14	27
ATPsyndelta	27
CG32267	27
ND-B14.5B	27
COX8	27
ND-49	27
ND-MLRQ	27
Hrb27C	27
Cyt-c1	27
ox	27
ND-51	27
COX7A	27
ATPsynG	27
UQCR-Q	27
ND-15	27
porin	27
UQCR-11	27
COX5B	27
sun	27
Rab27	27
Ac13E	27
COX4	27
ATPsynO	27
cype	27
Ktl	27
Neb-cGP	27
roh	27
ATPsyngamma	27
COX5A	27
Pglym78	27
DIP-zeta	27
CG31997	27
mamo	27
CG8641	28
mamo	28
jdp	28
Pka-C1	28
CG13739	28
Pka-C3	28
CG31997	28
Dop1R2	28
mub	28
DAT	28
CG7646	28
CG30158	28
trio	28
fok	28
Rgk1	28
RhoGDI	28
dlg1	28
CG31191	28
Pka-R2	28
ey	28
prt	28
Cngl	28
Gr77a	28
dysc	28
Nep1	28
nAChRalpha6	28
Appl	28
CG18812	28
rut	28
CG15539	28
CG42817	28
Bsg	28
bun	28
Lac	28
toy	28
rad	28
cmpy	28
igl	28
dpr8	28
FK506-bp2	28
CG42322	28
olf413	28
Pkc98E	28
metro	28
CG42392	28
CG43324	28
Hr51	28
stai	28
eEF1alpha2	28
Dop1R1	28
dac	28
Dyb	28
CG11221	28
CG42313	28
fz	28
CG9813	28
CG11191	28
CG45263	28
Pkc53E	28
Gbeta13F	28
Tektin-C	28
CG32700	28
Rbp6	28
CG32264	28
Rgk3	28
CG8248	28
fne	28
CG32204	28
CG43658	28
Slob	28
Mical	28
dnc	28
CG42788	28
Octbeta1R	28
l(1)G0469	28
CG12194	28
Gfrl	28
bsk	28
Ndae1	28
GstD1	28
CG14044	28
CG42613	28
eys	28
rdgC	28
porin	28
kek1	28
CG34402	28
Mp	28
fz3	28
cora	28
VAChT	28
Eip93F	28
spz	28
Dif	28
Gprk2	28
CG8034	28
chinmo	28
emc	28
Smox	28
Nacalpha	28
CG10077	28
CG7378	28
corto	28
Sema1a	28
Hs3st-A	28
mspo	28
CG34370	28
RpS11	28
Pde1c	28
px	28
Tomosyn	28
Gdh	28
Ppcs	28
GluRIA	28
tsr	28
Nlg3	28
PVRAP	28
Nhe2	28
lolal	28
CG16711	28
corn	28
btsz	28
Idh	28
CG31140	28
eff	28
dati	28
Cka	28
sda	28
psq	28
CG6765	28
scyl	28
Pitslre	28
dpr17	28
dpr10	28
CG42402	28
eIF3e	28
NaPi-III	28
Mct1	28
Ccn	28
PH4alphaNE1	28
CG33181	28
CG17124	28
CG42700	28
CG17514	28
norpA	28
CG32276	28
HDAC4	28
Tsp42Ej	28
nAChRbeta1	28
CG34355	28
eEF5	28
CG10947	28
CG6329	28
CG17272	28
CR44417	28
CG13784	28
dikar	28
RpL27A	28
GluRIB	28
CycG	28
pAbp	28
CG4596	28
cv-c	28
B52	28
unc-13-4A	28
Dhit	28
Rdl	28
Fife	28
Snap24	28
oaf	28
CkIIalpha	28
Imp	28
DnaJ-1	28
RpS30	28
sick	28
CG3726	28
CG18265	28
GlcAT-P	28
elav	28
CG3857	28
Caper	28
Unr	28
Rap1	28
l(1)G0289	28
dpr12	28
Hrb98DE	28
5-HT1B	28
mts	28
CG9646	28
CG5065	28
RpL37A	28
RpS3A	28
eIF3b	28
Cals	28
Pp2A-29B	28
smt3	28
Cyp1	28
C3G	28
CanB	28
CG42238	28
Magi	28
PPP1R15	28
nAChRalpha5	28
Aef1	28
CR18275	28
COX6B	28
Hsp83	28
dpr9	28
TMEM216	28
Mdh2	28
CG30419	28
chn	28
CG1513	28
rhea	28
CG30463	28
Non1	28
RpL41	28
Drl-2	28
CG10283	28
cno	28
Df31	28
Ncoa6	28
CG15630	28
Pkn	28
SC35	28
chrb	28
Cdk5alpha	28
CG34219	28
CG11537	28
plx	28
grp	28
RabX4	28
CycT	28
sgg	28
wdb	28
Gycbeta100B	28
CG17508	28
kra	28
cac	28
Calx	28
stx	28
CG14478	28
gpp	28
RpS23	28
Galphas	28
CG13921	28
CG7920	28
ICA69	28
CG11077	28
CG31814	28
CG42337	28
eEF2	28
Eaat2	28
CG42339	28
brp	28
ATPsynF	28
Gprk1	28
Spn	28
loqs	28
Elk	28
Hsc70Cb	28
Dic1	28
TfIIS	28
Mob4	28
Ref1	28
CG17816	28
Eip63E	28
cact	28
Dad	28
Rgl	28
CG40045	28
CG6180	28
PMP34	28
Prx3	28
Ubi-p63E	28
Ady43A	28
CG5830	28
RpS5a	28
CG4660	28
alph	28
CG9267	28
klar	28
CG13300	28
Pcd	28
vtd	28
CG1129	28
Rbp1-like	28
Kr-h1	28
Hsc70-3	28
gish	28
CR12842	28
CG7708	28
mGluR	28
CG8108	28
dpr20	28
CG10543	28
CG7694	28
Xe7	28
Mkk4	28
Pka-R1	28
thoc7	28
CG13551	28
CG14764	28
Galphaq	28
Zyx	28
lwr	28
CG5934	28
Rbp	28
CG42684	28
Rab3	28
eIF3h	28
ND-AGGG	28
Kap-alpha3	28
Lis-1	28
fs(1)h	28
cg	28
CG42324	28
Ric	28
Smurf	28
drongo	28
p120ctn	28
CG45050	28
CG12071	28
CG5694	28
CG17321	28
Dnz1	28
elB	28
Kr-h2	28
CG44774	28
smog	28
pigs	28
Hel25E	28
me31B	28
Pp1-87B	28
Slmap	28
CG17271	28
CG6707	28
Fili	28
l(2)37Cc	28
Xbp1	28
CG8289	28
CG3961	28
skd	28
gus	28
upSET	28
CG9410	28
Arl6IP1	28
phyl	28
CG17202	28
ghi	28
Dscam1	28
wrd	28
Spf45	28
TBPH	28
CG3732	28
RhoBTB	28
Trx-2	28
Pep	28
U2af50	28
CG2316	28
eIF3m	28
SRm160	28
sca	28
bel	28
PIP4K	28
CR44030	28
amon	28
SERCA	28
CG13364	28
CG12895	28
pod1	28
CG1737	28
PMCA	28
Trpm	28
ND-B16.6	28
rdgB	28
Abl	28
Aac11	28
CG7185	28
Cf2	28
Pabp2	28
Rab26	28
CG9391	28
Roe1	28
CG31342	28
TfIIA-S	28
puc	28
Gs1l	28
Rpn5	28
CG5028	28
CG6364	28
Dek	28
Arp1	28
HmgZ	28
Sirup	28
SRPK	28
CG3689	28
Task7	28
Oli	28
trn	28
RpS19a	28
CG5746	28
l(1)G0255	28
CG40498	28
Nadsyn	28
CG13248	28
comm	28
CG4658	28
CG10508	28
Gycalpha99B	28
Kdm4B	28
Rcd-1	28
qkr58E-3	28
unc80	28
Tim8	28
MED21	28
tow	28
jing	28
Tina-1	28
CG11586	28
alphagamma-element:CR32865	28
Hsp70Bc	28
Epac	28
Hsp68	28
CG12239	29
CR44832	29
CG14331	29
Tk	29
HLH4C	29
CG30053	29
IA-2	29
Lim1	29
hig	29
amon	29
CR31451	29
CG4577	29
CG1275	29
CG13248	29
Alk	29
fax	29
svr	29
Sytbeta	29
CG32532	29
CG6184	29
Gpb5	29
Calr	29
salr	29
Nep1	29
CrebA	29
CG46301	29
CG2918	29
pre-rRNA:CR45845	29
pros	29
fz2	29
brat	29
Dop2R	29
NetB	29
cathD	29
CG11030	29
pyd	29
Pdi	29
DIP-theta	29
Sema2b	29
toy	29
Drl-2	29
Lam	29
dati	29
CG34155	29
vg	30
CG14989	30
Gad1	30
CR45141	30
disco	30
disco-r	30
CG32017	30
CG18599	30
VGAT	30
CG4328	30
CG10804	30
CR31451	30
Wnt10	30
Ssadh	30
Lmx1a	30
CG45781	30
CG32225	30
Nplp1	30
dati	30
CG13739	30
Hasp	30
slgA	30
CG4587	30
CG12594	30
klg	30
Gabat	30
IA-2	30
CG2269	30
pros	30
DIP-beta	30
mbl	30
CG9674	30
IscU	30
tey	30
rad	30
bol	30
salr	30
hig	30
sgll	30
salm	30
CG13384	30
sd	30
GC1	30
Dak1	30
dpr21	30
CG15772	30
CG18208	30
CG7991	30
CG1607	30
Corin	30
CG7582	30
CG46301	30
l(3)02640	30
heph	30
CG32698	30
CG1402	30
sosie	31
nAChRalpha6	31
CG9896	31
beat-Ic	31
acj6	31
beat-Ib	31
CG14142	31
beat-Ia	31
Tk	31
Pde1c	31
dpr1	31
Cbp53E	31
scro	31
rdgA	31
CG34113	31
RunxB	31
Atox1	31
beat-IIIc	31
CG13685	31
trv	31
cpo	31
CASK	31
NaCP60E	31
Frl	31
Rdl	31
Rbp6	31
CG33143	31
PIP4K	31
ct	31
Drgx	31
Ten-a	31
dpr18	31
TfAP-2	31
CG14082	31
CG44098	31
TyrR	31
Frq1	31
CR43825	31
CG8916	31
VAChT	31
CG11000	31
rgn	31
Tl	31
Adk1	31
tutl	31
alpha-Man-Ia	31
tipE	31
Obp83a	31
Pdfr	31
tna	31
pan	31
CG30419	31
ST6Gal	31
CG1358	31
Liprin-gamma	31
Hk	31
skl	31
CG5644	31
msi	31
sdt	31
ap	31
CG14044	31
Hs3st-A	31
l(3)neo38	31
scrt	31
CG2082	31
pHCl-1	31
side	31
CG32647	31
CR46006	31
CG12605	31
otk	31
Pvf3	31
LpR1	31
Rbfox1	31
Con	31
CG17454	31
CG6154	31
emc	31
qvr	31
klg	31
Ccn	31
CG10082	31
drongo	31
CG32506	31
PKD	31
Dat	31
eag	31
CG1513	31
CG43729	31
CG3726	31
CG11319	31
kek1	31
CG34354	31
CG32683	31
ths	31
pdm3	31
Dscam2	31
St3	31
CG44422	31
ftz-f1	31
Ace	31
CG32856	31
robo2	31
Slob	31
CG8300	31
Sytalpha	31
CG13954	31
Ktl	31
CG42795	31
CG42700	31
CG32206	31
Ih	31
CG5151	31
dpr8	31
fok	31
CG7990	31
CG42313	31
hid	31
CG42594	31
Mms19	31
CG6006	31
Drep3	31
unc-13	31
SoxN	31
CG10508	31
ru	31
CG8229	31
Tbh	31
SLO2	31
CG14414	31
stv	31
roX2	31
CG18208	31
CR46004	31
Dscam3	31
Nadsyn	31
NK7.1	31
Ip259	31
CG10866	31
ewg	31
GATAd	31
Corin	31
LpR2	31
beat-IIIb	31
Rgk1	31
mav	31
CG42524	31
Epac	31
Mp	31
CG43740	31
CG6959	31
fkh	31
Kr-h1	31
Hr38	31
Rgk3	31
CG1688	31
CG43658	31
comm	31
l(2)tid	32
Tim9a	32
CG11562	32
Act42A	32
P5cr	32
mRpL27	32
mRpL52	32
CG14683	32
CG11722	32
CG6999	32
mEFTu1	32
CG16787	32
Imp	32
mRpL28	32
mRpL51	32
mRpL24	32
CG1265	32
CG10098	32
mRpS25	32
CG32706	32
CG34132	32
CG13220	32
CG9231	32
CG31345	32
CG2680	32
CG11474	32
CG1635	32
mRpL49	32
CG9531	32
CG41378	32
CG32225	32
P32	32
CG13937	32
CG31808	32
mRpS33	32
CG17029	32
CG5644	32
Chchd3	32
kdn	32
CG12239	32
Ssadh	32
Hsp67Ba	32
CG43222	32
CR44832	32
Acon	32
ND-75	32
CG6330	32
CG6878	32
CG13760	32
muc	32
CG8331	32
AnxB10	32
Dic1	32
GC1	32
CG3556	32
Tim8	32
CG5214	32
CG14757	32
eEF1beta	32
Sod2	32
CG1275	32
Trx-2	32
Cyt-c-p	32
Pgi	32
Pal2	32
CG12822	32
UQCR-14	32
CG3793	32
cype	32
Dak1	32
veli	32
Gs1	32
VGAT	32
P5CDh1	32
EMRE	32
ND-B18	32
CG7582	32
Gapdh1	32
UQCR-Q	32
CG11876	32
ATPsynD	32
CG10527	32
ND-24	32
Proc	32
CG32278	32
sun	32
Neb-cGP	32
Gpb5	32
ND-B15	32
comt	32
CG1648	32
NP15.6	32
Scsalpha	32
l(1)G0334	32
elm	32
ATPsynG	32
CG7430	32
kcc	32
Tom7	32
Cchl	32
Gpdh	32
CG7630	32
porin	32
Gabat	32
UQCR-11	32
ATPsyngamma	32
skap	32
CG11267	32
Gdh	32
ND-19	32
CG11752	32
ND-42	32
CG8245	32
Cisd2	32
blw	32
Fie	32
ND-MLRQ	32
QIL1	32
COX5A	32
CG9034	32
UQCR-6.4	32
AP-2sigma	32
Idh3b	32
CG6329	32
dpr21	32
COX7C	32
ND-13A	32
ND-B14.5A	32
ND-B12	32
betaTub56D	32
COX4	32
ND-B17	32
CG44242	32
l(1)G0156	32
CG42394	32
COX7A	32
COX8	32
ATPsynO	32
Vha68-1	32
gammaSnap1	32
ATPsynF	32
CG6115	32
CG4577	32
ATPsynE	32
Nplp1	32
ND-18	32
SdhB	32
ND-B14.7	32
mbl	32
ND-30	32
CG18815	32
RpL39	32
bsk	32
igl	32
ox	32
RFeSP	32
levy	32
Scp2	32
MESK2	32
ND-ASHI	32
Pgk	32
ND-B14.5B	32
Cyt-c1	32
Vha13	32
UQCR-C2	32
ND-13B	32
Hsp60A	32
Ms	32
ND-49	32
ATPsyndelta	32
roh	32
COX5B	32
CG5676	32
ND-ACP	32
ATPsynB	32
SdhC	32
UQCR-C1	32
CG6044	32
ND-MWFE	32
Mpcp2	32
ND-39	32
ND-B17.2	32
CG5010	32
Vha14-1	32
Tpi	32
Vha26	32
COX6B	32
Cbp53E	32
SdhD	32
ATPsynCF6	32
sif	32
ND-B14	32
VhaM9.7-a	32
CG15628	32
Argk	32
ND-PDSW	32
mt:ND4	32
Tom20	32
Tsp42Ej	32
Pglym78	32
Gad1	32
CG5903	32
Vha55	32
Vha36-1	32
Mdh2	32
TM4SF	32
ND-15	32
Ald	32
CG14989	32
CG3662	32
shi	32
IscU	32
PyK	32
futsch	32
Hasp	32
alphaTub84B	32
Dh31	32
Fer1	32
beat-IIa	33
Tk	33
acj6	33
beat-IIb	33
nAChRalpha7	33
Con	33
Calx	33
Drep3	33
NetA	33
fkh	33
sgg	33
bi	33
Cbp53E	33
CG17193	33
mspo	33
CG42541	33
CG13698	33
CG2082	33
CG42313	33
ST6Gal	33
CG14274	33
mtt	33
MRE23	33
rdgA	33
TfAP-2	33
ct	33
scro	33
VAChT	33
Hk	33
CG32264	33
alpha-Man-Ia	33
MESK2	33
CG44314	33
cpo	33
kek1	33
CG31262	33
dpr1	33
CG43658	33
hid	33
tna	33
shakB	33
Dop2R	33
sNPF-R	33
nolo	33
rho	33
stv	33
St3	33
CG32506	33
CG17839	33
CG11000	33
CG13954	33
Frq1	33
Gfrl	33
trv	33
DnaJ-1	33
CG42540	33
SLO2	33
CG34351	33
Gprk2	33
Hsp68	33
CG44257	33
Drgx	33
pdm3	33
LpR2	33
l(1)G0193	33
dpr18	33
Eip75B	33
CG43740	33
GluRIB	33
CG34393	33
Scp2	33
pHCl-1	33
smal	33
CG33143	33
Dyb	33
CG6767	33
Rph	33
Mmp2	33
Slob	33
Ac76E	33
CG34114	33
GABA-B-R1	33
CG1513	33
Hsp26	33
Rbfox1	33
CG32809	33
Ac13E	33
Tl	33
CG5644	33
Ddr	33
RapGAP1	33
SPR	33
zld	33
Pde11	33
Ace	33
CG32683	33
Sytalpha	33
Rdl	33
Hs3st-A	33
CG14024	33
CG43729	33
CG14762	33
Drep1	33
LpR1	33
CG2993	33
Tbh	33
CG42240	33
CG33144	33
CG5953	33
CG32856	33
TM4SF	33
kek3	33
CG42392	33
Hsp70Ab	33
Shab	33
l(3)neo38	33
Hr38	33
5-HT2A	33
eag	33
CR45706	33
Gyc88E	33
Pur-alpha	33
CG44153	33
Rop	33
CG4678	33
ap	33
CG17778	33
Ptp10D	33
Hsp70Aa	33
CG13594	33
esn	33
msi	33
Chd64	33
beat-VII	33
kirre	33
emc	33
alphagamma-element:CR32865	33
nkd	33
CR46004	33
CG32982	33
erm	33
Lmpt	33
Pdfr	33
Epac	33
CG3009	33
CR46006	33
CG8916	33
mav	33
Mlc1	34
Act57B	34
wupA	34
Mlp60A	34
up	34
dpr21	34
mam	34
CG7582	34
Lim1	34
Pdf	34
CG6723	35
Sod3	35
Ugt35b	35
Obp44a	35
nrv2	35
CG9657	35
CG8369	35
Spn43Ab	35
CG9686	35
CG9507	35
Irk2	35
CG31676	35
CG10513	35
CG14945	35
CG30197	35
Cyp28d1	35
CG7888	35
Ect3	35
CG3940	35
CG31706	35
MRE16	35
CG4409	35
bnb	35
DNaseII	35
CG7084	35
Rh50	35
trol	35
CG11159	35
CG12177	35
CG5895	35
CG1552	35
hoe1	35
Est-Q	35
SLC22A	35
bdl	35
List	35
ogre	35
Gs2	35
CG9394	35
Inx3	35
CG42235	35
CG12355	35
CG42613	35
Fas1	35
CG12484	35
axo	35
CG6287	35
CG1468	35
CG5758	35
zyd	35
CG14688	35
CG9691	35
CR43259	35
ced-6	35
CG31974	35
ssp7	35
VhaM9.7-b	35
CG9436	35
CG4829	35
CG10514	35
Tsp42Ee	35
CG1545	35
GILT3	35
CG7607	35
SPARC	35
GstE2	35
Idgf3	35
Inx2	35
CG31663	35
CDase	35
CG12926	35
Csas	35
CAH1	35
Oatp58Dc	35
aay	35
Msr-110	35
Npc2a	35
Tsp5D	35
CG5404	35
CG6356	35
Gat	35
CG31705	35
AANATL2	35
CG6357	35
Irc	35
eEF1alpha1	35
CG2254	35
Adgf-D	35
Col4a1	35
ClC-a	35
CG14141	35
GstE12	35
CG3168	35
CR44107	35
Prx2540-1	35
N	35
CG32032	35
Npc2b	35
CG12896	35
CG44325	35
Cyp9f2	35
ninaB	35
Idgf4	35
euc	35
GILT2	35
CG15201	35
CG2852	35
mfas	35
CG14777	35
Sirup	35
Ssk	35
CG5888	35
Aldh	35
CG13397	35
Gabat	35
Got1	35
vir-1	35
GLaz	35
Lsd-2	35
dally	35
CG31248	35
moody	35
repo	35
Cys	35
CG31869	35
Mdh1	35
Cyp4g15	35
Tsp42Ea	35
CG6218	35
CG7781	35
CG17896	35
mgl	35
fng	35
AnxB9	35
betaTub97EF	35
CG8745	35
CG11407	35
Rac2	35
Idh	35
CG7737	35
Dbi	35
Prx2540-2	35
CG10352	35
CG13707	35
CG17739	35
nemy	35
vkg	35
CG11426	35
GstE1	35
Timp	35
Tig	35
wtrw	35
CG4302	35
MtnA	35
CG12730	35
mlt	35
CG31344	35
yellow-b	35
CG13631	35
CG30285	35
santa-maria	35
CG11791	35
Picot	35
CG9467	35
Mal-A5	35
CG7509	35
Oda	35
Cyp28a5	35
ninaG	35
CR45161	35
Proc-R	35
Tsp42Ef	35
CG8740	35
Galphai	35
CG18622	35
ana	35
CG1358	35
Pcyt2	35
Cyp6a13	35
E23	35
alrm	35
CG12065	35
Treh	35
Nep4	35
CG6084	35
CG2277	35
GlcAT-P	35
CG8312	35
CG5254	35
ImpL2	35
CG9689	35
goe	35
CG15098	35
Pkn	35
Elal	35
CG15209	35
CG43313	35
CG31710	35
Jheh3	35
Acsl	35
CG5793	35
myo	35
CG10208	35
CG3376	35
yip2	35
Ork1	35
ImpE1	35
l(1)G0193	35
Ugt86Dd	35
CG43693	35
CG31300	35
CG10527	35
Hnf4	35
Cyp4s3	35
Gapdh2	35
CG13124	35
CG16758	35
CG6040	35
CG1640	35
Eno	35
CG10311	35
Eaat1	35
CG12560	35
Spn88Ea	35
Pdk	35
Ilp6	35
Inos	35
CG7966	35
ine	35
CG31751	35
Got2	35
Gel	35
Ctr1B	35
CG13255	35
Syx4	35
PyK	35
Syb	35
Hydr1	35
kibra	35
CG32407	35
mol	35
CG8112	35
CR40469	35
CG5321	35
Lapsyn	35
JhI-26	35
Invadolysin	35
bou	35
CG31100	35
CAP	35
fat-spondin	35
Taldo	35
CR44741	35
Irk3	35
pdgy	35
CG5835	35
Men-b	35
CG10178	35
CG3091	35
CG33080	35
CG3790	35
Zip71B	35
CR17025	35
CG12512	35
mnd	35
CG10550	35
CG17508	35
pnt	35
CG10654	35
Nop17l	35
MFS9	35
Ugt86De	35
fog	35
mdy	35
CG6770	35
CG9471	35
CG10863	35
CG33970	35
apolpp	35
HDAC6	35
CG12344	35
Amph	35
Cyp6a17	35
CG42709	35
CG3164	35
CR31044	35
Cyp1	35
CG1146	35
CG32512	35
Asph	35
Debcl	35
pbl	35
CG11899	35
CG6465	35
GstS1	35
CG12811	35
CG7272	35
Tis11	35
CR45131	35
cry	35
alpha-Est8	35
Ald	35
Cyp6t1	35
Pino	35
scf	35
CG11378	35
CG7834	35
CG8128	35
Myd88	35
CR44806	35
CG1537	35
RpLP2	35
spri	35
D2hgdh	35
Thiolase	35
CG32521	35
l(2)k09913	35
CG43341	35
CG11655	35
glob1	35
Cyp28c1	35
Lamp1	35
Tsf1	35
Ugt35a	35
Ugt36Bc	35
Arf51F	35
zfh2	35
nuf	35
CR43334	35
E(spl)m3-HLH	35
CG6847	35
CG1941	35
CG11425	35
CG8547	35
CR18228	35
CG1213	35
PGRP-LA	35
GstD1	35
Vha68-2	35
E(spl)mbeta-HLH	35
Mes2	35
nolo	35
stumps	35
rols	35
Past1	35
CR45018	35
aop	35
alc	35
CR43411	35
Hexo2	35
CG3328	35
CG10660	35
Ssadh	35
whd	35
CG32195	35
CG10365	35
CG15611	35
pst	35
eEF5	35
Cyp12e1	35
Spn27A	35
Sk1	35
RpS13	35
CG17841	35
CR44785	35
CG45676	35
pncr009:3L	35
shg	35
CR43488	35
Orct	35
egr	35
sgl	35
CG4615	35
Ugt58Fa	35
CG5618	35
CG4598	35
Eip71CD	35
Sin3A	35
CG6908	35
RpL13A	35
Dll	35
Nipsnap	35
CR44137	35
vvl	35
GstD3	35
CG6701	35
wdp	35
CG16947	35
CG6834	35
RpL10Ab	35
Spn77Ba	35
CG1665	35
Cyp12a4	35
Pglym78	35
CG5455	35
par-1	35
CG2493	35
Ect4	35
wal	35
Lmpt	35
CG44243	35
CG32850	35
CR44998	35
Ids	35
tkv	35
CG31548	35
Sesn	35
CG3902	35
CG10433	35
CG7530	35
RpLP1	35
CR45251	35
su(r)	35
fok	35
Fkbp14	35
Dop1R1	35
Adgf-C	35
CG9547	35
prage	35
CG32103	35
dnd	35
CR42491	35
Wwox	35
CG6950	35
CG9220	35
CG31235	35
Pdxk	35
Pect	35
RpS11	35
RpL17	35
Jheh2	35
CHKov2	35
Cyp9f3	35
CG31549	35
teq	35
Mtpalpha	35
CG15630	35
ct	35
CG31689	35
aralar1	35
GstE3	35
CG42390	35
Dscam1	35
CG14968	35
CG42327	35
CG7461	35
CG14291	35
pcs	35
CG11241	35
CG13458	35
CG34367	35
Cyt-c-p	35
htl	35
CG11151	35
CG6543	35
CG31999	35
spir	35
fray	35
CG33941	35
CG31937	35
CR43468	35
GstD9	35
CG5590	35
RpL37A	35
retm	35
Rab9	35
grass	35
MFS14	35
CalpB	35
bbc	35
sky	35
Gapdh1	35
foxo	35
Sp7	35
Sodh-2	35
Cpr	35
Cyp6g1	35
RhoGAP18B	35
wgn	35
nec	35
CG3700	35
NTPase	35
Usp15-31	35
CG8602	35
Fhos	35
CG12768	35
CG7149	35
RpS3A	35
RpL34b	35
RpL27A	35
CG2680	35
Desat1	35
CG9932	35
GEFmeso	35
CG12262	35
CG8397	35
CG42394	35
Chd64	35
CREG	35
CG6983	35
mbc	35
CG5644	35
RpL19	35
Jheh1	35
gbb	35
CG17029	35
uzip	35
CG32473	35
CG10623	35
cib	35
e	35
Eip74EF	35
CG2004	35
Cyt-b5	35
Gclc	35
